id,Poster_Link,Series_Title,tag
153,"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",Rang De Basanti,comedy crime dramathe story six young indian assist english woman film documentary freedom fighter past event lead relive longforgotten saga freedomrakeysh omprakash mehraaamir khansoha ali khansiddharthsharman joshi
154,"https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",Black,dramathe cathartic tale young woman can not see hear talk teacher brings ray light dark worldsanjay leela bhansaliamitabh bachchanrani mukerjishernaz patelayesha kapoor
155,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Batman Begins,action adventureafter training mentor batman begin fight free crimeridden gotham city corruptionchristopher nolanchristian balemichael caineken watanabeliam neeson
156,"https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg","Swades: We, the People",dramaa successful indian scientist return indian village take nanny america process rediscovers rootsashutosh gowarikershah rukh khangayatri joshikishori ballalsmit sheth
157,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UX67_CR0,0,67,98_AL_.jpg",Der Untergang,biography drama historytraudl junge final secretary adolf hitler tell nazi dictator final day berlin bunker end wwiioliver hirschbiegelbruno ganzalexandra maria laraulrich matthesjuliane köhler
158,"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Hauru no ugoku shiro,animation adventure familywhen unconfident young woman cursed old body spiteful witch chance breaking spell lie selfindulgent yet insecure young wizard companion legged walking castlehayao miyazakichieko baishôtakuya kimuratatsuya gashûinakihiro miwa
159,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A Beautiful Mind,biography dramaafter john nash brilliant asocial mathematician accepts secret work cryptography life take turn nightmarishron howardrussell croweed harrisjennifer connellychristopher plummer
160,"https://m.media-amazon.com/images/M/MV5BMGMzZjY2ZWQtZjQxYS00NWY3LThhNjItNWQzNTkzOTllODljXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",Hera Pheri,action comedy crimethree unemployed men look answer money problem opportunity arrives know itpriyadarshanakshay kumarsunil shettyparesh rawaltabu
161,"https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Lock, Stock and Two Smoking Barrels",action comedy crimea botched card game london trigger four friend thug weedgrowers hard gangster loan shark debt collector collide series unexpected event sake weed cash two antique shotgunsguy ritchiejason flemyngdexter fletchernick moranjason statham
162,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",L.A. Confidential,crime drama mysteryas corruption grows los angeles three policeman one straitlaced one brutal one sleazy investigate series murder brand justicecurtis hansonkevin spaceyrussell croweguy pearcekim basinger
163,"https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Eskiya,crime drama thrillerbaran bandit released prison year search vengeance loveryavuz turgulsener senugur yücelsermin hürmeriçyesim salkim
164,"https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Heat,crime drama thrillera group professional bank robber start feel heat police unknowingly leave clue latest heistmichael mannal pacinorobert de niroval kilmerjon voight
165,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Casino,crime dramaa tale greed deception money power murder occur two best friend mafia enforcer casino executive compete gambling empire fastliving fastloving socialitemartin scorseserobert de nirosharon stonejoe pescijames wood
166,"https://m.media-amazon.com/images/M/MV5BZTIwYzRjMGYtZWQ0Ni00NDZhLThhZDYtOGViZGJiZTkwMzk2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR3,0,67,98_AL_.jpg",Andaz Apna Apna,action comedy romancetwo slacker competing affection heiress inadvertently become protector evil criminalrajkumar santoshiaamir khansalman khanraveena tandonkarisma kapoor
167,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Unforgiven,drama westernretired old west gunslinger william munny reluctantly take one last job help old partner ned logan young man schofield kidclint eastwoodclint eastwoodgene hackmanmorgan freemanrichard harris
168,"https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Indiana Jones and the Last Crusade,action adventurein father professor henry jones sr go missing pursuing holy grail professor henry indiana jones jr find adolf hitler nazi stop obtaining powerssteven spielbergharrison fordsean conneryalison doodydenholm elliott
169,"https://m.media-amazon.com/images/M/MV5BODI2ZjVlMGQtMWE5ZS00MjJiLWIyMWYtMGU5NmIxNDc0OTMyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Dom za vesanje,comedy crime dramain luminous tale set area around sarajevo italy perhan engaging young romany gypsy telekinetic power seduced quickcash world petty crime threatens destroy lovesemir kusturicadavor dujmovicbora todorovicljubica adzovichusnija hasimovic
170,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Tonari no Totoro,animation family fantasywhen two girl move country near ailing mother adventure wondrous forest spirit live nearbyhayao miyazakihitoshi takaginoriko hidakachika sakamotoshigesato itoi
171,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Die Hard,action thrilleran nypd officer try save wife several others taken hostage german terrorist christmas party nakatomi plaza los angelesjohn mctiernanbruce willisalan rickmanbonnie bedeliareginald veljohnson
172,"https://m.media-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Ran,action drama warin medieval japan elderly warlord retires handing empire three son however vastly underestimate newfound power corrupt cause turn otherand himakira kurosawatatsuya nakadaiakira teraojinpachi nezudaisuke ryû
173,"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Raging Bull,biography drama sportthe life boxer jake lamotta whose violence temper led top ring destroyed life outside itmartin scorseserobert de nirocathy moriartyjoe pescifrank vincent
174,"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY98_CR1,0,67,98_AL_.jpg",Stalker,drama scifia guide lead two men area known zone find room grant wishesandrei tarkovskyalisa freyndlikhaleksandr kaydanovskiyanatoliy solonitsynnikolay grinko
175,"https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Höstsonaten,drama musica married daughter longs mother love visited latter successful concert pianistingmar bergmaningrid bergmanliv ullmannlena nymanhalvar björk
176,"https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",The Message,biography drama historythis epic historical drama chronicle life time prophet muhammad serf introduction early islamic historymoustapha akkadanthony quinnirene papasmichael ansarajohnny sekka
177,"https://m.media-amazon.com/images/M/MV5BOGZiM2IwODktNTdiMC00MGU1LWEyZTYtOTk4NTkwYmJkNmI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",Sholay,action adventure comedyafter family murdered notorious ruthless bandit former police officer enlists service two outlaw capture banditramesh sippysanjeev kumardharmendraamitabh bachchanamjad khan
178,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Monty Python and the Holy Grail,adventure comedy fantasyking arthur knight round table embark surreal lowbudget search holy grail encountering many silly obstaclesterry gilliamterry jonesgraham chapmanjohn cleeseeric idle
179,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Great Escape,adventure drama historyallied prisoner war plan several hundred number escape german camp world war iijohn sturgessteve mcqueenjames garnerrichard attenboroughcharles bronson
180,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",To Kill a Mockingbird,crime dramaatticus finch lawyer depressionera south defends black man undeserved rape charge child prejudicerobert mulligangregory peckjohn megnafrank overtonrosemary murphy
181,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Yôjinbô,action drama thrillera crafty ronin come town divided two criminal gang decides play free townakira kurosawatoshirô mifuneeijirô tônotatsuya nakadaiyôko tsukasa
182,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Judgment at Nuremberg,drama warin american court occupied germany try four nazi judged war crimesstanley kramerspencer tracyburt lancasterrichard widmarkmarlene dietrich
183,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Some Like It Hot,comedy music romanceafter two male musician witness mob hit flee state allfemale band disguised woman complication set inbilly wildermarilyn monroetony curtisjack lemmongeorge raft
184,"https://m.media-amazon.com/images/M/MV5BZjJhNTBmNTgtMDViOC00NDY2LWE4N2ItMDJiM2ZiYmQzYzliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Smultronstället,drama romanceafter living life marked coldness aging professor forced confront emptiness existenceingmar bergmanvictor sjöströmbibi anderssoningrid thulingunnar björnstrand
185,"https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Det sjunde inseglet,drama fantasy historya man seek answer life death existence god play chess grim reaper black plagueingmar bergmanmax von sydowgunnar björnstrandbengt ekerotnils poppe
186,"https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg",Du rififi chez les hommes,crime drama thrillerfour men plan technically perfect crime human element intervenesjules dassinjean servaiscarl möhnerrobert manueljanine darcey
187,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Dial M for Murder,crime thrillera former tennis player try arrange wife murder learning affairalfred hitchcockray millandgrace kellyrobert cummingsjohn williams
188,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",Tôkyô monogatari,dramaan old couple visit child grandchild city receive little attentionyasujirô ozuchishû ryûchieko higashiyamasô yamamurasetsuko hara
189,"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Rashômon,crime drama mysterythe rape bride murder samurai husband recalled perspective bandit bride samurai ghost woodcutterakira kurosawatoshirô mifunemachiko kyômasayuki moritakashi shimura
190,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",All About Eve,dramaa seemingly timid secretly ruthless ingénue insinuates life aging broadway star circle theater friendsjoseph l mankiewiczbette davisanne baxtergeorge sandersceleste holm
191,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Treasure of the Sierra Madre,adventure drama westerntwo american searching work mexico convince old prospector help mine gold sierra madre mountainsjohn hustonhumphrey bogartwalter hustontim holtbruce bennett
192,"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",To Be or Not to Be,comedy warduring nazi occupation poland acting troupe becomes embroiled polish soldier effort track german spyernst lubitschcarole lombardjack bennyrobert stackfelix bressart
193,"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",The Gold Rush,adventure comedy dramaa prospector go klondike search gold find morecharles chaplincharles chaplinmack swaintom murrayhenry bergman
194,"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Sherlock Jr.,action comedy romancea film projectionist longs detective put meagre skill work framed rival stealing girlfriend father pocketwatchbuster keatonbuster keatonkathryn mcguirejoe keatonerwin connelly
195,"https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Portrait de la jeune fille en feu,drama romanceon isolated island brittany end eighteenth century female painter obliged paint wedding portrait young womancéline sciammanoémie merlantadèle haenelluàna bajramivaleria golino
196,"https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY98_CR3,0,67,98_AL_.jpg",Pink,drama thrillerwhen three young woman implicated crime retired lawyer step forward help clear namesaniruddha roy chowdhurytaapsee pannuamitabh bachchankirti kulhariandrea tariang
197,"https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Koe no katachi,animation drama familya young man ostracized classmate bully deaf girl point move away year later set path redemptionnaoko yamadamiyu irinosaori hayamiaoi yûkikenshô ono
198,"https://m.media-amazon.com/images/M/MV5BMDk0YzAwYjktMWFiZi00Y2FmLWJmMmMtMzUyZDZmMmU5MjkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Contratiempo,crime drama mysterya successful entrepreneur accused murder witness preparation expert le three hour come impregnable defenseoriol paulomario casasana wagenerjose coronadobárbara lennie
199,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Ah-ga-ssi,drama romance thrillera woman hired handmaiden japanese heiress secretly involved plot defraud herchanwook parkkim minheejungwoo hacho jinwoongmoon sorus
200,"https://m.media-amazon.com/images/M/MV5BMGI3YWFmNDQtNjc0Ny00ZDBjLThlNjYtZTc1ZTk5MzU2YTVjXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",Mommy,dramaa widowed single mother raising violent son alone find new hope mysterious neighbor insert householdxavier dolananne dorvalantoine olivier pilonsuzanne clémentpatrick huard
201,"https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Haider,action crime dramaa young man return kashmir father disappearance confront uncle suspect playing role father fatevishal bhardwajshahid kapoortabushraddha kapoorkay kay menon
202,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Logan,action drama scifiin future mutant nearly extinct elderly weary logan lead quiet life laura mutant child pursued scientist come help must get safetyjames mangoldhugh jackmanpatrick stewartdafne keenboyd holbrook
203,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Room,drama thrillerheld captive year enclosed space woman young son finally gain freedom allowing boy experience outside world first timelenny abrahamsonbrie larsonjacob tremblaysean bridgerswendy crewson
204,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR1,0,67,98_AL_.jpg",Relatos salvajes,comedy drama thrillersix short story explore extremity human behavior involving people distressdamián szifrondarío grandinettimaría marullmónica villadiego starosta
205,"https://m.media-amazon.com/images/M/MV5BZGE1MDg5M2MtNTkyZS00MTY5LTg1YzUtZTlhZmM1Y2EwNmFmXkEyXkFqcGdeQXVyNjA3OTI0MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",Soul,animation adventure comedyafter landing gig lifetime new york jazz pianist suddenly find trapped strange land earth afterlifepete docterkemp powersjamie foxxtina feygraham norton
206,"https://m.media-amazon.com/images/M/MV5BYzE2MjEwMTQtOTQ2Mi00ZWExLTkyMjUtNmJjMjBlYWFjZDdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR0,0,67,98_AL_.jpg",Kis Uykusu,dramaa hotel owner landlord remote turkish village deal conflict within family tenant behind rentnuri bilge ceylanhaluk bilginermelisa sözendemet akbagayberk pekcan
207,"https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg",PK,comedy drama musicalan alien earth loses device use communicate spaceship innocent nature childlike question force country evaluate impact religion peoplerajkumar hiraniaamir khananushka sharmasanjay duttboman irani
208,"https://m.media-amazon.com/images/M/MV5BMGNhYjUwNmYtNDQxNi00NDdmLTljMDAtZWM1NDQyZTk3ZDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",OMG: Oh My God!,comedy drama fantasya shopkeeper take god court shop destroyed earthquakeumesh shuklaparesh rawalakshay kumarmithun chakrabortymahesh manjrekar
209,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Grand Budapest Hotel,adventure comedy crimea writer encounter owner aging highclass hotel tell early year serving lobby boy hotel glorious year exceptional conciergewes andersonralph fiennesf murray abrahammathieu amalricadrien brody
210,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Gone Girl,drama mystery thrillerwith wife disappearance become focus intense medium circus man see spotlight turned suspected may not innocentdavid fincherben affleckrosamund pikeneil patrick harristyler perry
211,"https://m.media-amazon.com/images/M/MV5BYzQxNDZhNDUtNDUwOC00NjQyLTg2OWUtZWVlYThjYjYyMTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Ôkami kodomo no Ame to Yuki,animation drama fantasyafter werewolf lover unexpectedly dy accident hunting food child young woman must find way raise werewolf son daughter keeping trait hidden societymamoru hosodaaoi miyazakitakao osawaharu kurokiyukito nishii
212,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Hacksaw Ridge,biography drama historyworld war ii american army medic desmond dos served battle okinawa refuse kill people becomes first man american history receive medal honor without firing shotmel gibsonandrew garfieldsam worthingtonluke braceyteresa palmer
213,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Inside Out,animation adventure comedyafter young riley uprooted midwest life moved san francisco emotion joy fear anger disgust sadness conflict best navigate new city house schoolpete docterronnie del carmenamy poehlerbill haderlewis black
214,"https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Barfi!,comedy drama romancethree young people learn love neither defined contained society definition normal abnormalanurag basuranbir kapoorpriyanka chopraileana dcruzsaurabh shukla
215,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",12 Years a Slave,biography drama historyin antebellum united state solomon northup free black man upstate new york abducted sold slaverysteve mcqueenchiwetel ejioformichael kenneth williamsmichael fassbenderbrad pitt
216,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Rush,action biography dramathe merciless rivalry formula one rival james hunt niki laudaron howarddaniel brühlchris hemswortholivia wildealexandra maria lara
217,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX67_CR0,0,67,98_AL_.jpg",Ford v Ferrari,action biography dramaamerican car designer carroll shelby driver ken mile battle corporate interference law physic build revolutionary race car ford order defeat ferrari hour le man james mangoldmatt damonchristian balejon bernthalcaitriona balfe
218,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Spotlight,biography crime dramathe true story boston globe uncovered massive scandal child molestation coverup within local catholic archdiocese shaking entire catholic church coretom mccarthymark ruffalomichael keatonrachel mcadamsliev schreiber
219,"https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg",Song of the Sea,animation adventure dramaben young irish boy little sister saoirse girl turn seal go adventure free fairy save spirit worldtomm mooredavid rawlebrendan gleesonlisa hanniganfionnula flanagan
220,"https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",Kahaani,mystery thrillera pregnant woman search missing husband take london kolkata everyone question denies ever met himsujoy ghoshvidya balanparambrata chattopadhyayindraneil senguptanawazuddin siddiqui
221,"https://m.media-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR0,0,67,98_AL_.jpg",Zindagi Na Milegi Dobara,comedy dramathree friend decide turn fantasy vacation reality one friend get engagedzoya akhtarhrithik roshanfarhan akhtarabhay deolkatrina kaif
222,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Prisoners,crime drama mysterywhen keller dover daughter friend go missing take matter hand police pursue multiple lead pressure mountsdenis villeneuvehugh jackmanjake gyllenhaalviola davismelissa leo
223,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Mad Max: Fury Road,action adventure scifiin postapocalyptic wasteland woman rebel tyrannical ruler search homeland aid group female prisoner psychotic worshiper drifter named maxgeorge millertom hardycharlize theronnicholas houltzoë kravitz
